review_id,review_text,predicted_sentiment,probability_positive,probability_negative,probability_neutral,dataset,price_range,meal_type,review_stars
11026,"I've had better, I've had worse.",neutral,0.784,0.054,0.163,Restaurant Reviews (Bakeoff),$$$$,Breakfast,3.3
11027,Complete rip-off for the price.,negative,0.662,0.18,0.158,Restaurant Reviews (Bakeoff),$$,Dinner,4.9
11028,The portion was small and overpriced.,negative,0.791,0.036,0.173,Restaurant Reviews (Bakeoff),$,Breakfast,2.5
11029,The food tasted like garbage.,negative,0.603,0.299,0.098,Restaurant Reviews (Bakeoff),$$,Lunch,1.6
11030,Disgusting - never coming back.,negative,0.599,0.156,0.246,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.6
11031,The meal was passable but nothing memorable.,neutral,0.515,0.247,0.238,Restaurant Reviews (Bakeoff),$,Takeout,2.7
11032,The staff was friendly and the food was perfect.,positive,0.571,0.29,0.139,Restaurant Reviews (Bakeoff),$$$,Brunch,3.7
11033,Best meal in town!,positive,0.782,0.13,0.088,Restaurant Reviews (Bakeoff),$$$$,Lunch,3.5
11034,Best meal in town!,positive,0.701,0.206,0.093,Restaurant Reviews (Bakeoff),$,Breakfast,2.4
11035,I'm very happy with everything here.,positive,0.923,0.05,0.027,Restaurant Reviews (Bakeoff),$$$,Dinner,3.2
11036,I'm very happy with everything here.,positive,0.635,0.35,0.015,Restaurant Reviews (Bakeoff),$,Takeout,2.1
11037,Average quality at best.,neutral,0.69,0.133,0.177,Restaurant Reviews (Bakeoff),$$,Dinner,4.4
11038,The quality exceeded all expectations.,positive,0.591,0.194,0.215,Restaurant Reviews (Bakeoff),$,Lunch,1.6
11039,Can't recommend this place enough!,positive,0.561,0.331,0.108,Restaurant Reviews (Bakeoff),$$,Takeout,2.4
11040,The dessert is to die for!,positive,0.656,0.221,0.123,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.2
11041,The food tasted like garbage.,negative,0.759,0.074,0.167,Restaurant Reviews (Bakeoff),$$$,Brunch,3.2
11042,Can't recommend this place enough!,positive,0.65,0.11,0.24,Restaurant Reviews (Bakeoff),$,Dinner,3.5
11043,The dessert is to die for!,positive,0.626,0.258,0.116,Restaurant Reviews (Bakeoff),$,Brunch,3.8
11044,The food was reasonable.,neutral,0.699,0.133,0.168,Restaurant Reviews (Bakeoff),$$$,Lunch,1.2
11045,Terrible experience - extremely disappointing.,negative,0.686,0.269,0.044,Restaurant Reviews (Bakeoff),$,Takeout,1.7
11046,Absolutely delicious food and great service.,positive,0.737,0.165,0.098,Restaurant Reviews (Bakeoff),$,Dinner,1.5
11047,The quality exceeded all expectations.,positive,0.581,0.191,0.228,Restaurant Reviews (Bakeoff),$,Brunch,2.7
11048,The food was incredible!,positive,0.822,0.092,0.086,Restaurant Reviews (Bakeoff),$$$,Brunch,2.9
11049,Best meal in town!,positive,0.573,0.344,0.083,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.8
11050,I'm very happy with everything here.,positive,0.632,0.04,0.328,Restaurant Reviews (Bakeoff),$$,Breakfast,1.5
11051,Nothing special about this place.,neutral,0.606,0.182,0.213,Restaurant Reviews (Bakeoff),$$,Dinner,4.4
11052,The food was superb!,positive,0.62,0.255,0.125,Restaurant Reviews (Bakeoff),$$,Lunch,3.6
11053,Absolutely delicious food and great service.,positive,0.705,0.12,0.175,Restaurant Reviews (Bakeoff),$$$$,Dinner,3.6
11054,Decent value for money.,neutral,0.618,0.179,0.203,Restaurant Reviews (Bakeoff),$$,Dinner,4.4
11055,I'm very happy with everything here.,positive,0.927,0.027,0.046,Restaurant Reviews (Bakeoff),$$$$,Lunch,4.3
11056,The dessert is to die for!,positive,0.658,0.125,0.217,Restaurant Reviews (Bakeoff),$$$,Dinner,1.9
11057,Worst meal I've ever had.,negative,0.532,0.226,0.242,Restaurant Reviews (Bakeoff),$,Takeout,2.7
11058,Best meal in town!,positive,0.797,0.07,0.134,Restaurant Reviews (Bakeoff),$$,Breakfast,2.3
11059,What a great hidden gem!,positive,0.601,0.089,0.309,Restaurant Reviews (Bakeoff),$$$$,Breakfast,4.7
11060,Wonderful experience from start to finish.,positive,0.61,0.29,0.1,Restaurant Reviews (Bakeoff),$$,Breakfast,2.9
11061,"Not impressed, not disappointed - just standard.",neutral,0.805,0.152,0.043,Restaurant Reviews (Bakeoff),$$$,Lunch,1.4
11062,Worst meal I've ever had.,negative,0.695,0.123,0.183,Restaurant Reviews (Bakeoff),$$$$,Takeout,2.1
11063,Average quality at best.,neutral,0.583,0.08,0.337,Restaurant Reviews (Bakeoff),$,Dinner,1.4
11064,Can't recommend this place enough!,positive,0.675,0.189,0.137,Restaurant Reviews (Bakeoff),$$,Dinner,4.9
11065,The food was perfect!,positive,0.587,0.194,0.219,Restaurant Reviews (Bakeoff),$$$,Brunch,5.0
11066,The service was slow and the food was tasteless.,negative,0.604,0.343,0.053,Restaurant Reviews (Bakeoff),$$$,Dinner,4.9
11067,Best meal in town!,positive,0.488,0.276,0.237,Restaurant Reviews (Bakeoff),$$$,Dinner,3.3
11068,I'm very happy with everything here.,positive,0.655,0.107,0.238,Restaurant Reviews (Bakeoff),$$,Dinner,3.1
11069,The quality exceeded all expectations.,positive,0.575,0.333,0.092,Restaurant Reviews (Bakeoff),$,Breakfast,4.6
11070,The food was remarkable!,positive,0.663,0.209,0.128,Restaurant Reviews (Bakeoff),$$$$,Lunch,1.8
11071,Wonderful experience from start to finish.,positive,0.582,0.156,0.262,Restaurant Reviews (Bakeoff),$,Breakfast,2.0
11072,The staff was friendly and the food was divine.,positive,0.633,0.114,0.253,Restaurant Reviews (Bakeoff),$$$$,Breakfast,3.4
11073,I got sick after eating here.,negative,0.728,0.184,0.088,Restaurant Reviews (Bakeoff),$$,Breakfast,1.0
11074,The food was typical.,neutral,0.638,0.182,0.18,Restaurant Reviews (Bakeoff),$$$$,Brunch,4.0
11075,I'm very happy with everything here.,positive,0.629,0.273,0.098,Restaurant Reviews (Bakeoff),$,Dinner,2.0
11076,The dessert is to die for!,positive,0.545,0.236,0.219,Restaurant Reviews (Bakeoff),$$$,Takeout,4.0
11077,Can't recommend this place enough!,positive,0.673,0.316,0.011,Restaurant Reviews (Bakeoff),$$$$,Dinner,4.2
11078,"It's an average place, nothing more.",neutral,0.652,0.036,0.312,Restaurant Reviews (Bakeoff),$,Brunch,4.2
11079,The portion was small and overpriced.,negative,0.642,0.154,0.204,Restaurant Reviews (Bakeoff),$$$,Takeout,3.8
11080,Absolutely delicious food and great service.,positive,0.613,0.126,0.26,Restaurant Reviews (Bakeoff),$$,Dinner,1.5
11081,Average quality at best.,neutral,0.659,0.235,0.105,Restaurant Reviews (Bakeoff),$,Lunch,4.0
11082,Best meal in town!,positive,0.896,0.075,0.028,Restaurant Reviews (Bakeoff),$$$$,Takeout,4.6
11083,Terrible experience - extremely disappointing.,negative,0.677,0.262,0.061,Restaurant Reviews (Bakeoff),$$$,Brunch,3.4
11084,I'm very happy with everything here.,positive,0.7,0.153,0.147,Restaurant Reviews (Bakeoff),$$$$,Breakfast,2.6
11085,I'm very happy with everything here.,positive,0.787,0.164,0.048,Restaurant Reviews (Bakeoff),$$$,Takeout,2.6
11086,The portion was small and overpriced.,negative,0.554,0.308,0.138,Restaurant Reviews (Bakeoff),$$,Breakfast,1.1
11087,Can't recommend this place enough!,positive,0.57,0.281,0.149,Restaurant Reviews (Bakeoff),$$$,Dinner,1.7
11088,The staff was friendly and the food was incredible.,positive,0.608,0.164,0.228,Restaurant Reviews (Bakeoff),$$,Dinner,3.2
11089,The food was okay and the service was fine.,neutral,0.622,0.201,0.178,Restaurant Reviews (Bakeoff),$,Dinner,2.8
11090,"Not impressed, not disappointed - just average.",neutral,0.627,0.303,0.07,Restaurant Reviews (Bakeoff),$$$,Dinner,1.7
11091,The dessert is to die for!,positive,0.709,0.139,0.152,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.3
11092,Nothing special about this place.,neutral,0.599,0.255,0.145,Restaurant Reviews (Bakeoff),$$,Lunch,1.2
11093,Worst meal I've ever had.,negative,0.611,0.121,0.268,Restaurant Reviews (Bakeoff),$$,Brunch,2.0
11094,The dessert is to die for!,positive,0.755,0.169,0.076,Restaurant Reviews (Bakeoff),$$$$,Lunch,2.9
11095,The staff was friendly and the food was outstanding.,positive,0.621,0.099,0.28,Restaurant Reviews (Bakeoff),$,Takeout,3.6
11096,Terrible experience - extremely disappointing.,negative,0.954,0.011,0.034,Restaurant Reviews (Bakeoff),$$,Dinner,1.9
11097,The dessert is to die for!,positive,0.477,0.339,0.185,Restaurant Reviews (Bakeoff),$,Brunch,4.5
11098,"Save your money, this place is greasy.",negative,0.762,0.149,0.088,Restaurant Reviews (Bakeoff),$$,Takeout,3.9
11099,Wonderful experience from start to finish.,positive,0.612,0.235,0.152,Restaurant Reviews (Bakeoff),$,Dinner,1.8
11100,The quality exceeded all expectations.,positive,0.929,0.055,0.016,Restaurant Reviews (Bakeoff),$$,Lunch,3.6
11101,The dessert is to die for!,positive,0.618,0.129,0.253,Restaurant Reviews (Bakeoff),$$,Lunch,4.3
11102,The food was divine!,positive,0.65,0.073,0.277,Restaurant Reviews (Bakeoff),$,Brunch,3.7
11103,Decent value for money.,neutral,0.577,0.356,0.067,Restaurant Reviews (Bakeoff),$,Brunch,4.8
11104,Best meal in town!,positive,0.516,0.288,0.196,Restaurant Reviews (Bakeoff),$$$,Lunch,1.6
11105,The dessert is to die for!,positive,0.573,0.163,0.263,Restaurant Reviews (Bakeoff),$$$$,Dinner,4.3
11106,"Save your money, this place is cold.",negative,0.578,0.206,0.216,Restaurant Reviews (Bakeoff),$$$,Breakfast,2.3
11107,Can't recommend this place enough!,positive,0.508,0.354,0.137,Restaurant Reviews (Bakeoff),$$$$,Breakfast,1.4
11108,Wonderful experience from start to finish.,positive,0.687,0.051,0.262,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.9
11109,The service was slow and the food was revolting.,negative,0.817,0.129,0.054,Restaurant Reviews (Bakeoff),$$$,Breakfast,4.7
11110,I'm very happy with everything here.,positive,0.764,0.042,0.193,Restaurant Reviews (Bakeoff),$$$,Lunch,3.8
11111,Can't recommend this place enough!,positive,0.655,0.223,0.122,Restaurant Reviews (Bakeoff),$$,Dinner,2.1
11112,The service was slow and the food was horrible.,negative,0.589,0.131,0.28,Restaurant Reviews (Bakeoff),$,Breakfast,1.6
11113,Best meal in town!,positive,0.631,0.232,0.137,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.4
11114,"I've had better, I've had worse.",neutral,0.832,0.023,0.145,Restaurant Reviews (Bakeoff),$$$,Dinner,2.1
11115,The food was flawless!,positive,0.727,0.048,0.225,Restaurant Reviews (Bakeoff),$,Takeout,4.2
11116,The food was flawless!,positive,0.949,0.038,0.014,Restaurant Reviews (Bakeoff),$$$,Brunch,4.1
11117,Wonderful experience from start to finish.,positive,0.566,0.088,0.346,Restaurant Reviews (Bakeoff),$$$$,Lunch,2.3
11118,"Not impressed, not disappointed - just reasonable.",neutral,0.713,0.095,0.192,Restaurant Reviews (Bakeoff),$,Dinner,1.6
11119,I'm very happy with everything here.,positive,0.848,0.102,0.05,Restaurant Reviews (Bakeoff),$$$$,Lunch,1.6
11120,Absolutely delicious food and great service.,positive,0.623,0.237,0.14,Restaurant Reviews (Bakeoff),$$,Breakfast,1.3
11121,The meal was fair but nothing memorable.,neutral,0.668,0.18,0.152,Restaurant Reviews (Bakeoff),$,Takeout,1.7
11122,What a great hidden gem!,positive,0.575,0.327,0.098,Restaurant Reviews (Bakeoff),$$$$,Breakfast,3.1
11123,Worst meal I've ever had.,negative,0.766,0.201,0.034,Restaurant Reviews (Bakeoff),$$,Dinner,2.9
11124,Can't recommend this place enough!,positive,0.693,0.131,0.176,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.9
11125,I'm very happy with everything here.,positive,0.768,0.074,0.158,Restaurant Reviews (Bakeoff),$$,Lunch,1.5
11126,Average quality at best.,neutral,0.515,0.19,0.295,Restaurant Reviews (Bakeoff),$$$,Lunch,3.5
11127,The staff was friendly and the food was incredible.,positive,0.785,0.176,0.039,Restaurant Reviews (Bakeoff),$$,Takeout,2.0
11128,The dessert is to die for!,positive,0.62,0.078,0.302,Restaurant Reviews (Bakeoff),$$$,Breakfast,2.0
11129,The quality exceeded all expectations.,positive,0.678,0.216,0.105,Restaurant Reviews (Bakeoff),$$$$,Takeout,1.5
11130,The portion was small and overpriced.,negative,0.8,0.157,0.043,Restaurant Reviews (Bakeoff),$,Takeout,3.5
11131,"Save your money, this place is greasy.",negative,0.494,0.286,0.22,Restaurant Reviews (Bakeoff),$$$$,Brunch,3.3
11132,Can't recommend this place enough!,positive,0.623,0.121,0.257,Restaurant Reviews (Bakeoff),$$$,Lunch,2.1
11133,"Not impressed, not disappointed - just okay.",neutral,0.551,0.326,0.123,Restaurant Reviews (Bakeoff),$$,Dinner,3.5
11134,Can't recommend this place enough!,positive,0.936,0.024,0.04,Restaurant Reviews (Bakeoff),$$$,Brunch,3.2
11135,Best meal in town!,positive,0.608,0.2,0.192,Restaurant Reviews (Bakeoff),$$$$,Breakfast,3.6
11136,The portion was small and overpriced.,negative,0.542,0.17,0.289,Restaurant Reviews (Bakeoff),$$$,Dinner,1.0
11137,"It's an average place, nothing more.",neutral,0.639,0.16,0.201,Restaurant Reviews (Bakeoff),$$$$,Breakfast,1.5
11138,Wonderful experience from start to finish.,positive,0.635,0.107,0.258,Restaurant Reviews (Bakeoff),$$$,Dinner,2.4
11139,Nothing special about this place.,neutral,0.685,0.156,0.159,Restaurant Reviews (Bakeoff),$$,Dinner,2.3
11140,Disgusting - never coming back.,negative,0.571,0.363,0.067,Restaurant Reviews (Bakeoff),$,Dinner,1.7
11141,What a great hidden gem!,positive,0.594,0.357,0.05,Restaurant Reviews (Bakeoff),$$,Takeout,1.9
11142,Absolutely delicious food and great service.,positive,0.649,0.216,0.135,Restaurant Reviews (Bakeoff),$,Dinner,1.1
11143,I got sick after eating here.,negative,0.634,0.202,0.163,Restaurant Reviews (Bakeoff),$,Takeout,2.5
11144,The service was slow and the food was overcooked.,negative,0.622,0.345,0.034,Restaurant Reviews (Bakeoff),$$$,Takeout,4.2
11145,The meal was typical but nothing memorable.,neutral,0.62,0.05,0.329,Restaurant Reviews (Bakeoff),$$,Breakfast,1.3
11146,Absolutely delicious food and great service.,positive,0.717,0.153,0.13,Restaurant Reviews (Bakeoff),$$,Brunch,2.7
11147,Decent value for money.,neutral,0.589,0.385,0.025,Restaurant Reviews (Bakeoff),$$$$,Brunch,3.2
11148,Decent value for money.,neutral,0.607,0.101,0.292,Restaurant Reviews (Bakeoff),$$$,Lunch,2.4
11149,Wonderful experience from start to finish.,positive,0.87,0.02,0.11,Restaurant Reviews (Bakeoff),$,Breakfast,4.3
11150,What a great hidden gem!,positive,0.775,0.204,0.021,Restaurant Reviews (Bakeoff),$,Lunch,3.1
11151,The quality exceeded all expectations.,positive,0.539,0.225,0.236,Restaurant Reviews (Bakeoff),$$,Lunch,2.6
11152,The meal was ordinary but nothing memorable.,neutral,0.909,0.021,0.071,Restaurant Reviews (Bakeoff),$$,Breakfast,3.7
11153,Average quality at best.,neutral,0.607,0.236,0.157,Restaurant Reviews (Bakeoff),$,Brunch,1.1
11154,"Save your money, this place is tasteless.",negative,0.831,0.119,0.05,Restaurant Reviews (Bakeoff),$$$$,Takeout,4.0
11155,Absolutely delicious food and great service.,positive,0.612,0.133,0.255,Restaurant Reviews (Bakeoff),$$$$,Takeout,3.9
11156,The dessert is to die for!,positive,0.574,0.261,0.165,Restaurant Reviews (Bakeoff),$$,Brunch,1.8
11157,Nothing special about this place.,neutral,0.954,0.03,0.016,Restaurant Reviews (Bakeoff),$$,Takeout,3.5
11158,"Not impressed, not disappointed - just reasonable.",neutral,0.734,0.135,0.131,Restaurant Reviews (Bakeoff),$$,Lunch,2.7
11159,The food was greasy.,negative,0.691,0.097,0.212,Restaurant Reviews (Bakeoff),$,Dinner,4.4
11160,Can't recommend this place enough!,positive,0.727,0.031,0.242,Restaurant Reviews (Bakeoff),$$,Takeout,3.2
11161,The portion was small and overpriced.,negative,0.632,0.233,0.135,Restaurant Reviews (Bakeoff),$$,Lunch,4.0
11162,The staff was friendly and the food was exceptional.,positive,0.746,0.213,0.041,Restaurant Reviews (Bakeoff),$$,Takeout,2.0
11163,Best meal in town!,positive,0.66,0.161,0.179,Restaurant Reviews (Bakeoff),$$$$,Lunch,1.2
11164,The food was divine!,positive,0.778,0.181,0.041,Restaurant Reviews (Bakeoff),$$$$,Takeout,2.4
11165,What a great hidden gem!,positive,0.608,0.154,0.239,Restaurant Reviews (Bakeoff),$,Lunch,3.0
11166,The dessert is to die for!,positive,0.479,0.274,0.247,Restaurant Reviews (Bakeoff),$$$,Takeout,3.0
11167,Absolutely delicious food and great service.,positive,0.556,0.242,0.202,Restaurant Reviews (Bakeoff),$$,Lunch,4.2
11168,Absolutely delicious food and great service.,positive,0.647,0.093,0.261,Restaurant Reviews (Bakeoff),$$,Breakfast,4.2
11169,Terrible experience - extremely disappointing.,negative,0.607,0.196,0.197,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.4
11170,What a great hidden gem!,positive,0.853,0.117,0.029,Restaurant Reviews (Bakeoff),$$$,Lunch,3.5
11171,The quality exceeded all expectations.,positive,0.704,0.203,0.094,Restaurant Reviews (Bakeoff),$$$$,Brunch,2.5
11172,I'm very happy with everything here.,positive,0.664,0.216,0.12,Restaurant Reviews (Bakeoff),$,Dinner,2.7
11173,"Save your money, this place is greasy.",negative,0.535,0.272,0.193,Restaurant Reviews (Bakeoff),$,Breakfast,4.2
11174,The dessert is to die for!,positive,0.579,0.138,0.284,Restaurant Reviews (Bakeoff),$$,Lunch,3.5
11175,The staff was friendly and the food was superb.,positive,0.82,0.08,0.1,Restaurant Reviews (Bakeoff),$,Takeout,3.5
11176,The staff was friendly and the food was superb.,positive,0.643,0.09,0.267,Restaurant Reviews (Bakeoff),$,Breakfast,1.5
11177,"Not impressed, not disappointed - just mediocre.",neutral,0.639,0.059,0.301,Restaurant Reviews (Bakeoff),$,Breakfast,1.9
11178,Can't recommend this place enough!,positive,0.738,0.24,0.022,Restaurant Reviews (Bakeoff),$$$$,Dinner,1.2
11179,"Save your money, this place is horrible.",negative,0.771,0.025,0.204,Restaurant Reviews (Bakeoff),$$,Dinner,1.4
11180,The staff was friendly and the food was mouth-watering.,positive,0.666,0.154,0.18,Restaurant Reviews (Bakeoff),$$,Breakfast,4.2
11181,Average quality at best.,neutral,0.629,0.231,0.14,Restaurant Reviews (Bakeoff),$$$,Dinner,2.3
11182,The service was slow and the food was overcooked.,negative,0.794,0.115,0.09,Restaurant Reviews (Bakeoff),$,Lunch,4.5
11183,Wonderful experience from start to finish.,positive,0.584,0.144,0.272,Restaurant Reviews (Bakeoff),$,Brunch,2.9
11184,Wonderful experience from start to finish.,positive,0.753,0.153,0.094,Restaurant Reviews (Bakeoff),$$,Brunch,1.9
11185,The food was unremarkable.,neutral,0.704,0.221,0.075,Restaurant Reviews (Bakeoff),$,Lunch,2.9
11186,Can't recommend this place enough!,positive,0.447,0.283,0.27,Restaurant Reviews (Bakeoff),$$,Lunch,4.3
11187,Best meal in town!,positive,0.79,0.08,0.13,Restaurant Reviews (Bakeoff),$,Brunch,4.1
11188,Wonderful experience from start to finish.,positive,0.882,0.067,0.051,Restaurant Reviews (Bakeoff),$$$$,Takeout,4.8
11189,"Not impressed, not disappointed - just unremarkable.",neutral,0.583,0.199,0.218,Restaurant Reviews (Bakeoff),$$,Dinner,2.4
11190,The food was okay and the service was fine.,neutral,0.864,0.11,0.026,Restaurant Reviews (Bakeoff),$$$,Brunch,1.8
11191,Complete rip-off for the price.,negative,0.605,0.221,0.175,Restaurant Reviews (Bakeoff),$$$$,Takeout,2.5
11192,Nothing special about this place.,neutral,0.482,0.312,0.207,Restaurant Reviews (Bakeoff),$$,Lunch,2.7
11193,The food tasted like garbage.,negative,0.749,0.178,0.072,Restaurant Reviews (Bakeoff),$$$,Dinner,3.9
11194,The food tasted like garbage.,negative,0.607,0.18,0.214,Restaurant Reviews (Bakeoff),$$$,Dinner,2.7
11195,Wonderful experience from start to finish.,positive,0.855,0.067,0.079,Restaurant Reviews (Bakeoff),$,Lunch,2.5
11196,"Not impressed, not disappointed - just acceptable.",neutral,0.767,0.063,0.17,Restaurant Reviews (Bakeoff),$$$,Brunch,4.4
11197,"Save your money, this place is overcooked.",negative,0.619,0.283,0.098,Restaurant Reviews (Bakeoff),$$$$,Dinner,4.9
11198,The dessert is to die for!,positive,0.8,0.026,0.174,Restaurant Reviews (Bakeoff),$,Breakfast,2.4
11199,Nothing special about this place.,neutral,0.613,0.199,0.187,Restaurant Reviews (Bakeoff),$,Takeout,3.1
11200,Wonderful experience from start to finish.,positive,0.76,0.09,0.15,Restaurant Reviews (Bakeoff),$$$,Lunch,1.0
11201,The quality exceeded all expectations.,positive,0.527,0.388,0.085,Restaurant Reviews (Bakeoff),$$$$,Takeout,3.2
11202,Wonderful experience from start to finish.,positive,0.683,0.036,0.281,Restaurant Reviews (Bakeoff),$,Lunch,2.3
11203,What a great hidden gem!,positive,0.563,0.229,0.208,Restaurant Reviews (Bakeoff),$,Lunch,4.6
11204,Nothing special about this place.,neutral,0.618,0.229,0.153,Restaurant Reviews (Bakeoff),$$$$,Takeout,1.1
11205,The food was cold.,negative,0.829,0.065,0.106,Restaurant Reviews (Bakeoff),$,Takeout,2.7
11206,Nothing special about this place.,neutral,0.468,0.267,0.265,Restaurant Reviews (Bakeoff),$$$$,Brunch,4.1
11207,Complete rip-off for the price.,negative,0.628,0.096,0.276,Restaurant Reviews (Bakeoff),$$$,Dinner,4.5
11208,Wonderful experience from start to finish.,positive,0.593,0.285,0.122,Restaurant Reviews (Bakeoff),$$,Brunch,2.9
11209,I'm very happy with everything here.,positive,0.761,0.072,0.167,Restaurant Reviews (Bakeoff),$$$$,Dinner,4.3
11210,The dessert is to die for!,positive,0.72,0.201,0.079,Restaurant Reviews (Bakeoff),$$,Breakfast,3.5
11211,The dessert is to die for!,positive,0.56,0.238,0.203,Restaurant Reviews (Bakeoff),$$$,Brunch,2.8
11212,The food was disgusting.,negative,0.607,0.319,0.074,Restaurant Reviews (Bakeoff),$$$,Breakfast,2.4
11213,The dessert is to die for!,positive,0.59,0.064,0.346,Restaurant Reviews (Bakeoff),$$,Brunch,3.9
11214,The staff was friendly and the food was excellent.,positive,0.749,0.08,0.171,Restaurant Reviews (Bakeoff),$,Dinner,3.7
11215,Wonderful experience from start to finish.,positive,0.714,0.232,0.055,Restaurant Reviews (Bakeoff),$$,Takeout,2.8
11216,The food was disgusting.,negative,0.713,0.136,0.151,Restaurant Reviews (Bakeoff),$$$$,Brunch,1.5
11217,Can't recommend this place enough!,positive,0.55,0.197,0.253,Restaurant Reviews (Bakeoff),$$,Breakfast,3.1
11218,Best meal in town!,positive,0.581,0.211,0.208,Restaurant Reviews (Bakeoff),$$$,Dinner,3.7
11219,The dessert is to die for!,positive,0.658,0.129,0.213,Restaurant Reviews (Bakeoff),$,Dinner,1.6
11220,The staff was friendly and the food was wonderful.,positive,0.472,0.305,0.224,Restaurant Reviews (Bakeoff),$$,Breakfast,1.4
11221,The staff was friendly and the food was superb.,positive,0.855,0.11,0.035,Restaurant Reviews (Bakeoff),$$$$,Breakfast,3.4
11222,The dessert is to die for!,positive,0.768,0.111,0.121,Restaurant Reviews (Bakeoff),$,Breakfast,3.9
11223,The food tasted like garbage.,negative,0.562,0.228,0.21,Restaurant Reviews (Bakeoff),$,Breakfast,4.6
11224,Decent value for money.,neutral,0.481,0.252,0.267,Restaurant Reviews (Bakeoff),$$$$,Brunch,4.3
11225,Best meal in town!,positive,0.754,0.076,0.17,Restaurant Reviews (Bakeoff),$$,Breakfast,4.5
11226,Can't recommend this place enough!,positive,0.643,0.153,0.204,Restaurant Reviews (Bakeoff),$$,Lunch,1.0
11227,The dessert is to die for!,positive,0.553,0.235,0.213,Restaurant Reviews (Bakeoff),$,Lunch,3.0
11228,The portion was small and overpriced.,negative,0.636,0.313,0.05,Restaurant Reviews (Bakeoff),$$$,Lunch,4.6
11229,I'm very happy with everything here.,positive,0.638,0.023,0.339,Restaurant Reviews (Bakeoff),$,Takeout,3.1
11230,Disgusting - never coming back.,negative,0.681,0.071,0.248,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.4
11231,The quality exceeded all expectations.,positive,0.644,0.041,0.314,Restaurant Reviews (Bakeoff),$$$$,Takeout,3.8
11232,The food was greasy.,negative,0.663,0.097,0.239,Restaurant Reviews (Bakeoff),$$$$,Breakfast,1.4
11233,What a great hidden gem!,positive,0.627,0.09,0.283,Restaurant Reviews (Bakeoff),$$,Takeout,4.3
11234,Nothing special about this place.,neutral,0.79,0.079,0.131,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.4
11235,The food was exceptional!,positive,0.8,0.082,0.119,Restaurant Reviews (Bakeoff),$,Takeout,2.7
11236,Terrible experience - extremely disappointing.,negative,0.567,0.175,0.258,Restaurant Reviews (Bakeoff),$,Brunch,4.0
11237,"It's an average place, nothing more.",neutral,0.558,0.234,0.208,Restaurant Reviews (Bakeoff),$$,Takeout,3.2
11238,What a great hidden gem!,positive,0.812,0.178,0.01,Restaurant Reviews (Bakeoff),$$,Breakfast,3.8
11239,Can't recommend this place enough!,positive,0.689,0.208,0.102,Restaurant Reviews (Bakeoff),$$$,Breakfast,2.7
11240,I'm very happy with everything here.,positive,0.915,0.049,0.036,Restaurant Reviews (Bakeoff),$$$$,Dinner,2.6
11241,The food was wonderful!,positive,0.625,0.177,0.198,Restaurant Reviews (Bakeoff),$,Lunch,2.5
11242,Wonderful experience from start to finish.,positive,0.681,0.046,0.273,Restaurant Reviews (Bakeoff),$$,Brunch,3.5
11243,The food was exceptional!,positive,0.697,0.203,0.1,Restaurant Reviews (Bakeoff),$$$,Dinner,4.6
11244,The service was slow and the food was overcooked.,negative,0.63,0.219,0.151,Restaurant Reviews (Bakeoff),$$,Lunch,1.6
11245,It's a standard restaurant overall.,neutral,0.749,0.074,0.177,Restaurant Reviews (Bakeoff),$,Takeout,4.5
11246,The food was okay and the service was fine.,neutral,0.654,0.19,0.156,Restaurant Reviews (Bakeoff),$,Lunch,1.9
11247,Can't recommend this place enough!,positive,0.629,0.212,0.159,Restaurant Reviews (Bakeoff),$$$$,Brunch,3.1
11248,"I've had better, I've had worse.",neutral,0.865,0.104,0.03,Restaurant Reviews (Bakeoff),$$,Takeout,1.2
11249,Can't recommend this place enough!,positive,0.678,0.043,0.279,Restaurant Reviews (Bakeoff),$$$,Takeout,3.9
11250,The dessert is to die for!,positive,0.539,0.207,0.255,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.4
11251,What a great hidden gem!,positive,0.715,0.172,0.113,Restaurant Reviews (Bakeoff),$,Brunch,1.9
11252,The dessert is to die for!,positive,0.694,0.092,0.214,Restaurant Reviews (Bakeoff),$$,Brunch,2.4
11253,Average quality at best.,neutral,0.604,0.107,0.289,Restaurant Reviews (Bakeoff),$$,Brunch,3.7
11254,Wonderful experience from start to finish.,positive,0.623,0.329,0.048,Restaurant Reviews (Bakeoff),$$$,Takeout,1.7
11255,The staff was friendly and the food was incredible.,positive,0.608,0.293,0.098,Restaurant Reviews (Bakeoff),$$$,Breakfast,1.9
11256,The meal was adequate but nothing memorable.,neutral,0.726,0.19,0.084,Restaurant Reviews (Bakeoff),$$$,Takeout,3.0
11257,It's a standard restaurant overall.,neutral,0.607,0.356,0.037,Restaurant Reviews (Bakeoff),$$$,Breakfast,2.2
11258,What a great hidden gem!,positive,0.689,0.277,0.034,Restaurant Reviews (Bakeoff),$$$$,Takeout,1.4
