example_id,review_text,domain,predicted_sentiment,confidence,model_version
1732,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.945,BERT-base-finetuned
1733,Visually stunning with incredible performances!,Movies,positive,0.832,BERT-base-finetuned
1734,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.805,BERT-base-finetuned
1735,One of the best films I've seen this year!,Movies,positive,0.908,BERT-base-finetuned
1736,The plot was predictable and the acting was wooden.,Movies,neutral,0.644,BERT-base-finetuned
1737,A solid effort with some memorable scenes.,Movies,neutral,0.764,BERT-base-finetuned
1738,A decent watch but nothing groundbreaking.,Movies,neutral,0.639,BERT-base-finetuned
1739,"Waste of time and money, completely disappointing.",Movies,negative,0.772,BERT-base-finetuned
1740,"It had its moments, but overall pretty average.",Movies,neutral,0.786,BERT-base-finetuned
1741,An absolute masterpiece that will leave you speechless!,Movies,positive,0.786,BERT-base-finetuned
1742,The pacing was off and the ending felt rushed.,Movies,neutral,0.64,BERT-base-finetuned
1743,"Waste of time and money, completely disappointing.",Movies,negative,0.937,BERT-base-finetuned
1744,"It had its moments, but overall pretty average.",Movies,neutral,0.66,BERT-base-finetuned
1745,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.642,BERT-base-finetuned
1746,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.57,BERT-base-finetuned
1747,"Waste of time and money, completely disappointing.",Movies,negative,0.88,BERT-base-finetuned
1748,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.779,BERT-base-finetuned
1749,A decent watch but nothing groundbreaking.,Movies,neutral,0.705,BERT-base-finetuned
1750,"Waste of time and money, completely disappointing.",Movies,negative,0.814,BERT-base-finetuned
1751,Visually stunning with incredible performances!,Movies,positive,0.968,BERT-base-finetuned
1752,"Waste of time and money, completely disappointing.",Movies,negative,0.7,BERT-base-finetuned
1753,Too long and self-indulgent for my taste.,Movies,neutral,0.705,BERT-base-finetuned
1754,"Waste of time and money, completely disappointing.",Movies,negative,0.925,BERT-base-finetuned
1755,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.844,BERT-base-finetuned
1756,Absolutely brilliant from start to finish!,Movies,positive,0.777,BERT-base-finetuned
1757,A decent watch but nothing groundbreaking.,Movies,neutral,0.569,BERT-base-finetuned
1758,"Overhyped and underwhelming, sadly.",Movies,neutral,0.646,BERT-base-finetuned
1759,A decent watch but nothing groundbreaking.,Movies,neutral,0.616,BERT-base-finetuned
1760,One of the best films I've seen this year!,Movies,positive,0.793,BERT-base-finetuned
1761,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.551,BERT-base-finetuned
1762,One of the best films I've seen this year!,Movies,positive,0.94,BERT-base-finetuned
1763,"It had its moments, but overall pretty average.",Movies,neutral,0.77,BERT-base-finetuned
1764,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.8,BERT-base-finetuned
1765,"Waste of time and money, completely disappointing.",Movies,negative,0.742,BERT-base-finetuned
1766,"Overhyped and underwhelming, sadly.",Movies,neutral,0.713,BERT-base-finetuned
1767,The plot was predictable and the acting was wooden.,Movies,neutral,0.84,BERT-base-finetuned
1768,A solid effort with some memorable scenes.,Movies,neutral,0.629,BERT-base-finetuned
1769,"It had its moments, but overall pretty average.",Movies,neutral,0.596,BERT-base-finetuned
1770,"Waste of time and money, completely disappointing.",Movies,negative,0.779,BERT-base-finetuned
1771,Too long and self-indulgent for my taste.,Movies,neutral,0.56,BERT-base-finetuned
1772,Absolutely brilliant from start to finish!,Movies,positive,0.971,BERT-base-finetuned
1773,The pacing was off and the ending felt rushed.,Movies,neutral,0.791,BERT-base-finetuned
1774,The plot was predictable and the acting was wooden.,Movies,neutral,0.826,BERT-base-finetuned
1775,"Overhyped and underwhelming, sadly.",Movies,neutral,0.672,BERT-base-finetuned
1776,One of the best films I've seen this year!,Movies,positive,0.929,BERT-base-finetuned
1777,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.591,BERT-base-finetuned
1778,A decent watch but nothing groundbreaking.,Movies,neutral,0.769,BERT-base-finetuned
1779,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.57,BERT-base-finetuned
1780,Too long and self-indulgent for my taste.,Movies,neutral,0.723,BERT-base-finetuned
1781,"It had its moments, but overall pretty average.",Movies,neutral,0.715,BERT-base-finetuned
1782,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.969,BERT-base-finetuned
1783,An absolute masterpiece that will leave you speechless!,Movies,positive,0.932,BERT-base-finetuned
1784,A decent watch but nothing groundbreaking.,Movies,neutral,0.706,BERT-base-finetuned
1785,The pacing was off and the ending felt rushed.,Movies,neutral,0.848,BERT-base-finetuned
1786,"It had its moments, but overall pretty average.",Movies,neutral,0.686,BERT-base-finetuned
1787,The plot was predictable and the acting was wooden.,Movies,neutral,0.623,BERT-base-finetuned
1788,"Waste of time and money, completely disappointing.",Movies,negative,0.81,BERT-base-finetuned
1789,The pacing was off and the ending felt rushed.,Movies,neutral,0.602,BERT-base-finetuned
1790,"Waste of time and money, completely disappointing.",Movies,negative,0.738,BERT-base-finetuned
1791,Absolutely brilliant from start to finish!,Movies,positive,0.96,BERT-base-finetuned
1792,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.859,BERT-base-finetuned
1793,"Waste of time and money, completely disappointing.",Movies,negative,0.887,BERT-base-finetuned
1794,One of the best films I've seen this year!,Movies,positive,0.884,BERT-base-finetuned
1795,One of the best films I've seen this year!,Movies,positive,0.978,BERT-base-finetuned
1796,The plot was predictable and the acting was wooden.,Movies,neutral,0.83,BERT-base-finetuned
1797,"It had its moments, but overall pretty average.",Movies,neutral,0.709,BERT-base-finetuned
1798,Visually stunning with incredible performances!,Movies,positive,0.848,BERT-base-finetuned
1799,"It had its moments, but overall pretty average.",Movies,neutral,0.7,BERT-base-finetuned
1800,Absolutely brilliant from start to finish!,Movies,positive,0.89,BERT-base-finetuned
1801,A solid effort with some memorable scenes.,Movies,neutral,0.797,BERT-base-finetuned
1802,Too long and self-indulgent for my taste.,Movies,neutral,0.665,BERT-base-finetuned
1803,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.579,BERT-base-finetuned
1804,One of the best films I've seen this year!,Movies,positive,0.92,BERT-base-finetuned
1805,Absolutely brilliant from start to finish!,Movies,positive,0.96,BERT-base-finetuned
1806,The plot was predictable and the acting was wooden.,Movies,neutral,0.838,BERT-base-finetuned
1807,"Waste of time and money, completely disappointing.",Movies,negative,0.788,BERT-base-finetuned
1808,A decent watch but nothing groundbreaking.,Movies,neutral,0.652,BERT-base-finetuned
1809,A solid effort with some memorable scenes.,Movies,neutral,0.649,BERT-base-finetuned
1810,One of the best films I've seen this year!,Movies,positive,0.888,BERT-base-finetuned
1811,"Waste of time and money, completely disappointing.",Movies,negative,0.949,BERT-base-finetuned
1812,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.774,BERT-base-finetuned
1813,A solid effort with some memorable scenes.,Movies,neutral,0.687,BERT-base-finetuned
1814,An absolute masterpiece that will leave you speechless!,Movies,positive,0.97,BERT-base-finetuned
1815,A decent watch but nothing groundbreaking.,Movies,neutral,0.721,BERT-base-finetuned
1816,Too long and self-indulgent for my taste.,Movies,neutral,0.558,BERT-base-finetuned
1817,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.731,BERT-base-finetuned
1818,The plot was predictable and the acting was wooden.,Movies,neutral,0.702,BERT-base-finetuned
1819,A decent watch but nothing groundbreaking.,Movies,neutral,0.729,BERT-base-finetuned
1820,One of the best films I've seen this year!,Movies,positive,0.803,BERT-base-finetuned
1821,Absolutely brilliant from start to finish!,Movies,positive,0.94,BERT-base-finetuned
1822,Absolutely brilliant from start to finish!,Movies,positive,0.935,BERT-base-finetuned
1823,The plot was predictable and the acting was wooden.,Movies,neutral,0.756,BERT-base-finetuned
1824,"Waste of time and money, completely disappointing.",Movies,negative,0.74,BERT-base-finetuned
1825,The pacing was off and the ending felt rushed.,Movies,neutral,0.697,BERT-base-finetuned
1826,One of the best films I've seen this year!,Movies,positive,0.955,BERT-base-finetuned
1827,The pacing was off and the ending felt rushed.,Movies,neutral,0.679,BERT-base-finetuned
1828,"Overhyped and underwhelming, sadly.",Movies,neutral,0.669,BERT-base-finetuned
1829,A decent watch but nothing groundbreaking.,Movies,neutral,0.637,BERT-base-finetuned
1830,"Overhyped and underwhelming, sadly.",Movies,neutral,0.716,BERT-base-finetuned
1831,A solid effort with some memorable scenes.,Movies,neutral,0.667,BERT-base-finetuned
1832,Visually stunning with incredible performances!,Movies,positive,0.974,BERT-base-finetuned
1833,"It had its moments, but overall pretty average.",Movies,neutral,0.562,BERT-base-finetuned
1834,Too long and self-indulgent for my taste.,Movies,neutral,0.801,BERT-base-finetuned
1835,One of the best films I've seen this year!,Movies,positive,0.901,BERT-base-finetuned
1836,"Overhyped and underwhelming, sadly.",Movies,neutral,0.703,BERT-base-finetuned
1837,An absolute masterpiece that will leave you speechless!,Movies,positive,0.933,BERT-base-finetuned
1838,The pacing was off and the ending felt rushed.,Movies,neutral,0.7,BERT-base-finetuned
1839,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.802,BERT-base-finetuned
1840,Visually stunning with incredible performances!,Movies,positive,0.94,BERT-base-finetuned
1841,One of the best films I've seen this year!,Movies,positive,0.825,BERT-base-finetuned
1842,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.77,BERT-base-finetuned
1843,The pacing was off and the ending felt rushed.,Movies,neutral,0.583,BERT-base-finetuned
1844,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.552,BERT-base-finetuned
1845,Visually stunning with incredible performances!,Movies,positive,0.832,BERT-base-finetuned
1846,Visually stunning with incredible performances!,Movies,positive,0.936,BERT-base-finetuned
1847,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.727,BERT-base-finetuned
1848,"Overhyped and underwhelming, sadly.",Movies,neutral,0.735,BERT-base-finetuned
1849,A decent watch but nothing groundbreaking.,Movies,neutral,0.714,BERT-base-finetuned
1850,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.614,BERT-base-finetuned
1851,"Overhyped and underwhelming, sadly.",Movies,neutral,0.599,BERT-base-finetuned
1852,"It had its moments, but overall pretty average.",Movies,neutral,0.628,BERT-base-finetuned
1853,"Waste of time and money, completely disappointing.",Movies,negative,0.748,BERT-base-finetuned
1854,The pacing was off and the ending felt rushed.,Movies,neutral,0.602,BERT-base-finetuned
1855,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.613,BERT-base-finetuned
1856,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.7,BERT-base-finetuned
1857,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.928,BERT-base-finetuned
1858,Visually stunning with incredible performances!,Movies,positive,0.851,BERT-base-finetuned
1859,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.732,BERT-base-finetuned
1860,Too long and self-indulgent for my taste.,Movies,neutral,0.825,BERT-base-finetuned
1861,"Overhyped and underwhelming, sadly.",Movies,neutral,0.674,BERT-base-finetuned
1862,Too long and self-indulgent for my taste.,Movies,neutral,0.691,BERT-base-finetuned
1863,"Waste of time and money, completely disappointing.",Movies,negative,0.924,BERT-base-finetuned
1864,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.699,BERT-base-finetuned
1865,The plot was predictable and the acting was wooden.,Movies,neutral,0.724,BERT-base-finetuned
1866,"Waste of time and money, completely disappointing.",Movies,negative,0.776,BERT-base-finetuned
1867,"Waste of time and money, completely disappointing.",Movies,negative,0.838,BERT-base-finetuned
1868,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.561,BERT-base-finetuned
1869,The plot was predictable and the acting was wooden.,Movies,neutral,0.802,BERT-base-finetuned
1870,"It had its moments, but overall pretty average.",Movies,neutral,0.604,BERT-base-finetuned
1871,A solid effort with some memorable scenes.,Movies,neutral,0.616,BERT-base-finetuned
1872,Too long and self-indulgent for my taste.,Movies,neutral,0.764,BERT-base-finetuned
1873,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.651,BERT-base-finetuned
1874,A solid effort with some memorable scenes.,Movies,neutral,0.553,BERT-base-finetuned
1875,An absolute masterpiece that will leave you speechless!,Movies,positive,0.97,BERT-base-finetuned
1876,A solid effort with some memorable scenes.,Movies,neutral,0.622,BERT-base-finetuned
1877,"Waste of time and money, completely disappointing.",Movies,negative,0.837,BERT-base-finetuned
1878,The plot was predictable and the acting was wooden.,Movies,neutral,0.659,BERT-base-finetuned
1879,One of the best films I've seen this year!,Movies,positive,0.907,BERT-base-finetuned
1880,"Overhyped and underwhelming, sadly.",Movies,neutral,0.721,BERT-base-finetuned
1881,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.837,BERT-base-finetuned
1882,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.562,BERT-base-finetuned
1883,"Waste of time and money, completely disappointing.",Movies,negative,0.824,BERT-base-finetuned
1884,Absolutely brilliant from start to finish!,Movies,positive,0.785,BERT-base-finetuned
1885,The plot was predictable and the acting was wooden.,Movies,neutral,0.794,BERT-base-finetuned
1886,One of the best films I've seen this year!,Movies,positive,0.933,BERT-base-finetuned
1887,"Overhyped and underwhelming, sadly.",Movies,neutral,0.723,BERT-base-finetuned
1888,Visually stunning with incredible performances!,Movies,positive,0.906,BERT-base-finetuned
1889,"Overhyped and underwhelming, sadly.",Movies,neutral,0.72,BERT-base-finetuned
1890,Absolutely brilliant from start to finish!,Movies,positive,0.98,BERT-base-finetuned
1891,The plot was predictable and the acting was wooden.,Movies,neutral,0.828,BERT-base-finetuned
1892,One of the best films I've seen this year!,Movies,positive,0.781,BERT-base-finetuned
1893,The plot was predictable and the acting was wooden.,Movies,neutral,0.633,BERT-base-finetuned
1894,An absolute masterpiece that will leave you speechless!,Movies,positive,0.87,BERT-base-finetuned
1895,"Overhyped and underwhelming, sadly.",Movies,neutral,0.673,BERT-base-finetuned
1896,One of the best films I've seen this year!,Movies,positive,0.903,BERT-base-finetuned
1897,"Overhyped and underwhelming, sadly.",Movies,neutral,0.555,BERT-base-finetuned
1898,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.59,BERT-base-finetuned
1899,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.804,BERT-base-finetuned
1900,"Waste of time and money, completely disappointing.",Movies,negative,0.796,BERT-base-finetuned
1901,Visually stunning with incredible performances!,Movies,positive,0.811,BERT-base-finetuned
1902,Visually stunning with incredible performances!,Movies,positive,0.965,BERT-base-finetuned
1903,The pacing was off and the ending felt rushed.,Movies,neutral,0.799,BERT-base-finetuned
1904,Too long and self-indulgent for my taste.,Movies,neutral,0.666,BERT-base-finetuned
1905,A solid effort with some memorable scenes.,Movies,neutral,0.614,BERT-base-finetuned
1906,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.819,BERT-base-finetuned
1907,One of the best films I've seen this year!,Movies,positive,0.914,BERT-base-finetuned
1908,A solid effort with some memorable scenes.,Movies,neutral,0.679,BERT-base-finetuned
1909,A decent watch but nothing groundbreaking.,Movies,neutral,0.704,BERT-base-finetuned
1910,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.703,BERT-base-finetuned
1911,A decent watch but nothing groundbreaking.,Movies,neutral,0.786,BERT-base-finetuned
1912,Absolutely brilliant from start to finish!,Movies,positive,0.905,BERT-base-finetuned
1913,One of the best films I've seen this year!,Movies,positive,0.978,BERT-base-finetuned
1914,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.614,BERT-base-finetuned
1915,One of the best films I've seen this year!,Movies,positive,0.917,BERT-base-finetuned
1916,Absolutely brilliant from start to finish!,Movies,positive,0.856,BERT-base-finetuned
1917,One of the best films I've seen this year!,Movies,positive,0.759,BERT-base-finetuned
1918,The plot was predictable and the acting was wooden.,Movies,neutral,0.805,BERT-base-finetuned
1919,An absolute masterpiece that will leave you speechless!,Movies,positive,0.817,BERT-base-finetuned
1920,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.701,BERT-base-finetuned
1921,Absolutely brilliant from start to finish!,Movies,positive,0.779,BERT-base-finetuned
1922,The plot was predictable and the acting was wooden.,Movies,neutral,0.656,BERT-base-finetuned
1923,One of the best films I've seen this year!,Movies,positive,0.928,BERT-base-finetuned
1924,Absolutely brilliant from start to finish!,Movies,positive,0.868,BERT-base-finetuned
1925,Visually stunning with incredible performances!,Movies,positive,0.813,BERT-base-finetuned
1926,"It had its moments, but overall pretty average.",Movies,neutral,0.798,BERT-base-finetuned
1927,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.788,BERT-base-finetuned
1928,"Overhyped and underwhelming, sadly.",Movies,neutral,0.848,BERT-base-finetuned
1929,"It had its moments, but overall pretty average.",Movies,neutral,0.76,BERT-base-finetuned
1930,Too long and self-indulgent for my taste.,Movies,neutral,0.84,BERT-base-finetuned
1931,"Overhyped and underwhelming, sadly.",Movies,neutral,0.576,BERT-base-finetuned
1932,The plot was predictable and the acting was wooden.,Movies,neutral,0.82,BERT-base-finetuned
1933,Too long and self-indulgent for my taste.,Movies,neutral,0.706,BERT-base-finetuned
1934,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.928,BERT-base-finetuned
1935,A decent watch but nothing groundbreaking.,Movies,neutral,0.777,BERT-base-finetuned
1936,"Waste of time and money, completely disappointing.",Movies,negative,0.763,BERT-base-finetuned
1937,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.795,BERT-base-finetuned
1938,One of the best films I've seen this year!,Movies,positive,0.853,BERT-base-finetuned
1939,The plot was predictable and the acting was wooden.,Movies,neutral,0.705,BERT-base-finetuned
1940,Visually stunning with incredible performances!,Movies,positive,0.823,BERT-base-finetuned
1941,Too long and self-indulgent for my taste.,Movies,neutral,0.848,BERT-base-finetuned
1942,A decent watch but nothing groundbreaking.,Movies,neutral,0.829,BERT-base-finetuned
1943,"Overhyped and underwhelming, sadly.",Movies,neutral,0.686,BERT-base-finetuned
1944,One of the best films I've seen this year!,Movies,positive,0.893,BERT-base-finetuned
1945,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.628,BERT-base-finetuned
1946,The plot was predictable and the acting was wooden.,Movies,neutral,0.717,BERT-base-finetuned
1947,One of the best films I've seen this year!,Movies,positive,0.979,BERT-base-finetuned
1948,Absolutely brilliant from start to finish!,Movies,positive,0.88,BERT-base-finetuned
1949,An absolute masterpiece that will leave you speechless!,Movies,positive,0.895,BERT-base-finetuned
1950,The plot was predictable and the acting was wooden.,Movies,neutral,0.704,BERT-base-finetuned
1951,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.634,BERT-base-finetuned
1952,The pacing was off and the ending felt rushed.,Movies,neutral,0.827,BERT-base-finetuned
1953,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.958,BERT-base-finetuned
1954,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.579,BERT-base-finetuned
1955,Visually stunning with incredible performances!,Movies,positive,0.898,BERT-base-finetuned
1956,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.615,BERT-base-finetuned
1957,Visually stunning with incredible performances!,Movies,positive,0.817,BERT-base-finetuned
1958,One of the best films I've seen this year!,Movies,positive,0.83,BERT-base-finetuned
1959,The pacing was off and the ending felt rushed.,Movies,neutral,0.664,BERT-base-finetuned
1960,Visually stunning with incredible performances!,Movies,positive,0.977,BERT-base-finetuned
1961,Visually stunning with incredible performances!,Movies,positive,0.824,BERT-base-finetuned
1962,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.778,BERT-base-finetuned
1963,A decent watch but nothing groundbreaking.,Movies,neutral,0.757,BERT-base-finetuned
1964,The pacing was off and the ending felt rushed.,Movies,neutral,0.834,BERT-base-finetuned
1965,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.827,BERT-base-finetuned
1966,"Waste of time and money, completely disappointing.",Movies,negative,0.79,BERT-base-finetuned
1967,An absolute masterpiece that will leave you speechless!,Movies,positive,0.89,BERT-base-finetuned
1968,A decent watch but nothing groundbreaking.,Movies,neutral,0.736,BERT-base-finetuned
1969,"Waste of time and money, completely disappointing.",Movies,negative,0.779,BERT-base-finetuned
1970,"Overhyped and underwhelming, sadly.",Movies,neutral,0.632,BERT-base-finetuned
1971,One of the best films I've seen this year!,Movies,positive,0.75,BERT-base-finetuned
1972,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.834,BERT-base-finetuned
1973,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.571,BERT-base-finetuned
1974,A decent watch but nothing groundbreaking.,Movies,neutral,0.668,BERT-base-finetuned
1975,"Waste of time and money, completely disappointing.",Movies,negative,0.937,BERT-base-finetuned
1976,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.757,BERT-base-finetuned
1977,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.562,BERT-base-finetuned
1978,Absolutely brilliant from start to finish!,Movies,positive,0.881,BERT-base-finetuned
1979,The pacing was off and the ending felt rushed.,Movies,neutral,0.85,BERT-base-finetuned
1980,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.754,BERT-base-finetuned
1981,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.593,BERT-base-finetuned
1982,A solid effort with some memorable scenes.,Movies,neutral,0.753,BERT-base-finetuned
1983,Visually stunning with incredible performances!,Movies,positive,0.937,BERT-base-finetuned
1984,"Overhyped and underwhelming, sadly.",Movies,neutral,0.786,BERT-base-finetuned
1985,A solid effort with some memorable scenes.,Movies,neutral,0.73,BERT-base-finetuned
1986,Too long and self-indulgent for my taste.,Movies,neutral,0.748,BERT-base-finetuned
1987,"It had its moments, but overall pretty average.",Movies,neutral,0.61,BERT-base-finetuned
1988,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.95,BERT-base-finetuned
1989,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.809,BERT-base-finetuned
1990,The pacing was off and the ending felt rushed.,Movies,neutral,0.657,BERT-base-finetuned
1991,"Overhyped and underwhelming, sadly.",Movies,neutral,0.566,BERT-base-finetuned
1992,An absolute masterpiece that will leave you speechless!,Movies,positive,0.898,BERT-base-finetuned
1993,A solid effort with some memorable scenes.,Movies,neutral,0.638,BERT-base-finetuned
1994,The pacing was off and the ending felt rushed.,Movies,neutral,0.797,BERT-base-finetuned
1995,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.913,BERT-base-finetuned
1996,A decent watch but nothing groundbreaking.,Movies,neutral,0.616,BERT-base-finetuned
1997,Visually stunning with incredible performances!,Movies,positive,0.826,BERT-base-finetuned
1998,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.554,BERT-base-finetuned
1999,Absolutely brilliant from start to finish!,Movies,positive,0.826,BERT-base-finetuned
2000,"It had its moments, but overall pretty average.",Movies,neutral,0.646,BERT-base-finetuned
2001,"Overhyped and underwhelming, sadly.",Movies,neutral,0.615,BERT-base-finetuned
2002,One of the best films I've seen this year!,Movies,positive,0.925,BERT-base-finetuned
2003,"Waste of time and money, completely disappointing.",Movies,negative,0.88,BERT-base-finetuned
2004,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.843,BERT-base-finetuned
2005,"Overhyped and underwhelming, sadly.",Movies,neutral,0.636,BERT-base-finetuned
2006,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.652,BERT-base-finetuned
2007,The pacing was off and the ending felt rushed.,Movies,neutral,0.762,BERT-base-finetuned
2008,The pacing was off and the ending felt rushed.,Movies,neutral,0.796,BERT-base-finetuned
2009,A decent watch but nothing groundbreaking.,Movies,neutral,0.665,BERT-base-finetuned
2010,"Waste of time and money, completely disappointing.",Movies,negative,0.79,BERT-base-finetuned
2011,A decent watch but nothing groundbreaking.,Movies,neutral,0.766,BERT-base-finetuned
2012,"Overhyped and underwhelming, sadly.",Movies,neutral,0.725,BERT-base-finetuned
2013,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.789,BERT-base-finetuned
2014,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.662,BERT-base-finetuned
2015,"Overhyped and underwhelming, sadly.",Movies,neutral,0.74,BERT-base-finetuned
2016,Visually stunning with incredible performances!,Movies,positive,0.873,BERT-base-finetuned
2017,The plot was predictable and the acting was wooden.,Movies,neutral,0.747,BERT-base-finetuned
2018,Absolutely brilliant from start to finish!,Movies,positive,0.962,BERT-base-finetuned
2019,"Waste of time and money, completely disappointing.",Movies,negative,0.707,BERT-base-finetuned
2020,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.875,BERT-base-finetuned
2021,"It had its moments, but overall pretty average.",Movies,neutral,0.613,BERT-base-finetuned
2022,Visually stunning with incredible performances!,Movies,positive,0.84,BERT-base-finetuned
2023,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.922,BERT-base-finetuned
2024,Absolutely brilliant from start to finish!,Movies,positive,0.774,BERT-base-finetuned
2025,The pacing was off and the ending felt rushed.,Movies,neutral,0.591,BERT-base-finetuned
2026,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.84,BERT-base-finetuned
2027,"It had its moments, but overall pretty average.",Movies,neutral,0.773,BERT-base-finetuned
2028,Visually stunning with incredible performances!,Movies,positive,0.763,BERT-base-finetuned
2029,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.808,BERT-base-finetuned
2030,The pacing was off and the ending felt rushed.,Movies,neutral,0.61,BERT-base-finetuned
2031,The pacing was off and the ending felt rushed.,Movies,neutral,0.789,BERT-base-finetuned
2032,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.679,BERT-base-finetuned
2033,A solid effort with some memorable scenes.,Movies,neutral,0.566,BERT-base-finetuned
2034,A decent watch but nothing groundbreaking.,Movies,neutral,0.592,BERT-base-finetuned
2035,The pacing was off and the ending felt rushed.,Movies,neutral,0.714,BERT-base-finetuned
2036,The dialogue was cringeworthy and the characters were flat.,Movies,neutral,0.792,BERT-base-finetuned
2037,Visually stunning with incredible performances!,Movies,positive,0.965,BERT-base-finetuned
2038,Too long and self-indulgent for my taste.,Movies,neutral,0.69,BERT-base-finetuned
2039,Too long and self-indulgent for my taste.,Movies,neutral,0.795,BERT-base-finetuned
2040,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.794,BERT-base-finetuned
2041,"Waste of time and money, completely disappointing.",Movies,negative,0.886,BERT-base-finetuned
2042,Heartwarming and thought-provoking - highly recommend!,Movies,positive,0.887,BERT-base-finetuned
2043,"Overhyped and underwhelming, sadly.",Movies,neutral,0.654,BERT-base-finetuned
2044,Visually stunning with incredible performances!,Movies,positive,0.815,BERT-base-finetuned
2045,One of the best films I've seen this year!,Movies,positive,0.95,BERT-base-finetuned
2046,The plot was predictable and the acting was wooden.,Movies,neutral,0.571,BERT-base-finetuned
2047,An absolute masterpiece that will leave you speechless!,Movies,positive,0.955,BERT-base-finetuned
2048,Visually stunning with incredible performances!,Movies,positive,0.926,BERT-base-finetuned
2049,"Waste of time and money, completely disappointing.",Movies,negative,0.801,BERT-base-finetuned
2050,Too long and self-indulgent for my taste.,Movies,neutral,0.78,BERT-base-finetuned
2051,"It had its moments, but overall pretty average.",Movies,neutral,0.704,BERT-base-finetuned
2052,A decent watch but nothing groundbreaking.,Movies,neutral,0.792,BERT-base-finetuned
2053,The plot was predictable and the acting was wooden.,Movies,neutral,0.807,BERT-base-finetuned
2054,Visually stunning with incredible performances!,Movies,positive,0.849,BERT-base-finetuned
2055,Entertaining enough for a lazy Sunday afternoon.,Movies,neutral,0.632,BERT-base-finetuned
2056,One of the best films I've seen this year!,Movies,positive,0.904,BERT-base-finetuned
2057,The plot was predictable and the acting was wooden.,Movies,neutral,0.635,BERT-base-finetuned
