sentence_id,review_text,predicted_sentiment,confidence_score,dataset,movie_genre,review_length
6424,The acting was incredible and the story was incredible.,positive,0.881,SST-3 (Movies),Action,9
6425,The acting was wonderful and the story was incredible.,positive,0.654,SST-3 (Movies),Sci-Fi,9
6426,A disappointing disaster that disappointed me.,negative,0.645,SST-3 (Movies),Comedy,6
6427,The acting was unforgettable and the story was incredible.,positive,0.692,SST-3 (Movies),Action,9
6428,Complete disaster - don't waste your money.,negative,0.921,SST-3 (Movies),Action,7
6429,I was amazed by this incredible film.,positive,0.618,SST-3 (Movies),Action,7
6430,This movie was wonderful!,positive,0.928,SST-3 (Movies),Romance,4
6431,Brilliant performances throughout!,positive,0.7,SST-3 (Movies),Horror,3
6432,What a outstanding experience!,positive,0.841,SST-3 (Movies),Romance,4
6433,The acting was outstanding and the story was incredible.,positive,0.867,SST-3 (Movies),Action,9
6434,Boring from start to finish.,negative,0.849,SST-3 (Movies),Romance,5
6435,I was amazed by this incredible film.,positive,0.854,SST-3 (Movies),Romance,7
6436,A laughable disaster that disappointed me.,negative,0.857,SST-3 (Movies),Romance,6
6437,Boring from start to finish.,negative,0.709,SST-3 (Movies),Action,5
6438,Complete disaster - don't waste your money.,negative,0.717,SST-3 (Movies),Horror,7
6439,The acting was terrible and the plot was annoying.,negative,0.979,SST-3 (Movies),Sci-Fi,9
6440,Complete disaster - don't waste your money.,negative,0.957,SST-3 (Movies),Horror,7
6441,Boring from start to finish.,negative,0.761,SST-3 (Movies),Comedy,5
6442,One of the most remarkable movies I've ever seen.,positive,0.919,SST-3 (Movies),Romance,9
6443,The acting was decent and the story was acceptable.,neutral,0.973,SST-3 (Movies),Comedy,9
6444,One of the most spectacular movies I've ever seen.,positive,0.637,SST-3 (Movies),Horror,9
6445,The direction was awful and the script was stupid.,negative,0.881,SST-3 (Movies),Drama,9
6446,A dreadful disaster that disappointed me.,negative,0.752,SST-3 (Movies),Comedy,6
6447,The acting was remarkable and the story was incredible.,positive,0.858,SST-3 (Movies),Drama,9
6448,This movie was horrible.,negative,0.889,SST-3 (Movies),Action,4
6449,Terrible - I want my money back!,negative,0.827,SST-3 (Movies),Comedy,7
6450,I was amazed by this incredible film.,positive,0.774,SST-3 (Movies),Sci-Fi,7
6451,This movie was mediocre.,negative,0.835,SST-3 (Movies),Action,4
6452,Boring from start to finish.,negative,0.981,SST-3 (Movies),Sci-Fi,5
6453,A outstanding masterpiece that blew me away.,positive,0.607,SST-3 (Movies),Comedy,7
6454,"Not great, not terrible, just adequate.",neutral,0.675,SST-3 (Movies),Horror,6
6455,Brilliant performances throughout!,positive,0.828,SST-3 (Movies),Comedy,3
6456,The acting was outstanding and the story was incredible.,positive,0.84,SST-3 (Movies),Drama,9
6457,This is hands down the laughable film of the year.,negative,0.932,SST-3 (Movies),Drama,10
6458,The acting was excellent and the story was incredible.,positive,0.624,SST-3 (Movies),Drama,9
6459,The acting was stellar and the story was incredible.,positive,0.661,SST-3 (Movies),Action,9
6460,This movie was mediocre.,negative,0.984,SST-3 (Movies),Action,4
6461,One of the most unforgettable movies I've ever seen.,positive,0.884,SST-3 (Movies),Drama,9
6462,The acting was decent and the story was forgettable.,neutral,0.642,SST-3 (Movies),Drama,9
6463,A forgettable movie that had some good moments.,neutral,0.828,SST-3 (Movies),Comedy,8
6464,I was amazed by this incredible film.,positive,0.728,SST-3 (Movies),Comedy,7
6465,One of the most extraordinary movies I've ever seen.,positive,0.652,SST-3 (Movies),Comedy,9
6466,A outstanding masterpiece that blew me away.,positive,0.733,SST-3 (Movies),Sci-Fi,7
6467,A dreadful disaster that disappointed me.,negative,0.684,SST-3 (Movies),Horror,6
6468,One of the most unforgettable movies I've ever seen.,positive,0.818,SST-3 (Movies),Comedy,9
6469,What a terrible waste of time.,negative,0.971,SST-3 (Movies),Action,6
6470,Boring from start to finish.,negative,0.937,SST-3 (Movies),Sci-Fi,5
6471,What a boring waste of time.,negative,0.987,SST-3 (Movies),Drama,6
6472,This is hands down the boring film of the year.,negative,0.755,SST-3 (Movies),Romance,10
6473,It's a ordinary experience overall.,neutral,0.904,SST-3 (Movies),Romance,5
6474,"Not great, not terrible, just mediocre.",neutral,0.898,SST-3 (Movies),Drama,6
6475,This movie was brilliant!,positive,0.684,SST-3 (Movies),Drama,4
6476,Terrible - I want my money back!,negative,0.951,SST-3 (Movies),Horror,7
6477,"Nothing special, just tolerable.",neutral,0.985,SST-3 (Movies),Romance,4
6478,This movie was dreadful.,negative,0.887,SST-3 (Movies),Romance,4
6479,Absolutely outstanding film!,positive,0.789,SST-3 (Movies),Horror,3
6480,This is hands down the ridiculous film of the year.,negative,0.764,SST-3 (Movies),Action,10
6481,This movie was magnificent!,positive,0.721,SST-3 (Movies),Action,4
6482,"Nothing special, just average.",neutral,0.891,SST-3 (Movies),Romance,4
6483,A powerful masterpiece that blew me away.,positive,0.834,SST-3 (Movies),Romance,7
6484,"This film exceeded all expectations, it was stellar.",positive,0.795,SST-3 (Movies),Comedy,8
6485,Absolutely brilliant film!,positive,0.676,SST-3 (Movies),Comedy,3
6486,The acting was terrible and the plot was terrible.,negative,0.844,SST-3 (Movies),Action,9
6487,This is hands down the boring film of the year.,negative,0.866,SST-3 (Movies),Horror,10
6488,Absolutely superb film!,positive,0.754,SST-3 (Movies),Sci-Fi,3
6489,One of the most magnificent movies I've ever seen.,positive,0.684,SST-3 (Movies),Action,9
6490,Terrible - I want my money back!,negative,0.954,SST-3 (Movies),Drama,7
6491,"This film exceeded all expectations, it was superb.",positive,0.923,SST-3 (Movies),Comedy,8
6492,What a extraordinary experience!,positive,0.976,SST-3 (Movies),Horror,4
6493,"This film exceeded all expectations, it was unforgettable.",positive,0.939,SST-3 (Movies),Sci-Fi,8
6494,Absolutely stellar film!,positive,0.735,SST-3 (Movies),Sci-Fi,3
6495,This movie was brilliant!,positive,0.819,SST-3 (Movies),Comedy,4
6496,The cinematography was stunning and magnificent.,positive,0.653,SST-3 (Movies),Comedy,6
6497,The direction was awful and the script was horrible.,negative,0.917,SST-3 (Movies),Drama,9
6498,The cinematography was stunning and brilliant.,positive,0.723,SST-3 (Movies),Drama,6
6499,Absolutely excellent film!,positive,0.807,SST-3 (Movies),Action,3
6500,A average movie that had some good moments.,neutral,0.842,SST-3 (Movies),Drama,8
6501,I was amazed by this incredible film.,positive,0.974,SST-3 (Movies),Action,7
6502,Absolutely stellar film!,positive,0.875,SST-3 (Movies),Comedy,3
6503,What a pathetic waste of time.,negative,0.955,SST-3 (Movies),Sci-Fi,6
6504,The cinematography was stunning and remarkable.,positive,0.903,SST-3 (Movies),Sci-Fi,6
6505,I was amazed by this incredible film.,positive,0.61,SST-3 (Movies),Action,7
6506,This is hands down the disappointing film of the year.,negative,0.935,SST-3 (Movies),Sci-Fi,10
6507,The acting was terrible and the plot was mediocre.,negative,0.892,SST-3 (Movies),Drama,9
6508,A average movie that had some good moments.,neutral,0.781,SST-3 (Movies),Romance,8
6509,What a outstanding experience!,positive,0.924,SST-3 (Movies),Sci-Fi,4
6510,One of the most magnificent movies I've ever seen.,positive,0.748,SST-3 (Movies),Romance,9
6511,What a magnificent experience!,positive,0.7,SST-3 (Movies),Sci-Fi,4
6512,The acting was incredible and the story was incredible.,positive,0.683,SST-3 (Movies),Action,9
6513,The direction was awful and the script was mediocre.,negative,0.651,SST-3 (Movies),Comedy,9
6514,Brilliant performances throughout!,positive,0.767,SST-3 (Movies),Romance,3
6515,Absolutely incredible film!,positive,0.78,SST-3 (Movies),Sci-Fi,3
6516,One of the most powerful movies I've ever seen.,positive,0.919,SST-3 (Movies),Action,9
6517,Brilliant performances throughout!,positive,0.989,SST-3 (Movies),Romance,3
6518,What a fantastic experience!,positive,0.848,SST-3 (Movies),Comedy,4
6519,Absolutely superb film!,positive,0.751,SST-3 (Movies),Horror,3
6520,Absolutely wonderful film!,positive,0.892,SST-3 (Movies),Action,3
6521,The direction was awful and the script was disappointing.,negative,0.764,SST-3 (Movies),Drama,9
6522,Complete disaster - don't waste your money.,negative,0.757,SST-3 (Movies),Action,7
6523,The acting was terrible and the plot was terrible.,negative,0.829,SST-3 (Movies),Drama,9
6524,What a remarkable experience!,positive,0.604,SST-3 (Movies),Action,4
6525,Absolutely wonderful film!,positive,0.98,SST-3 (Movies),Action,3
6526,"Some parts were good, others were forgettable.",neutral,0.655,SST-3 (Movies),Drama,7
6527,The direction was awful and the script was frustrating.,negative,0.673,SST-3 (Movies),Comedy,9
6528,I've never seen such ridiculous performances.,negative,0.692,SST-3 (Movies),Romance,6
6529,A excellent masterpiece that blew me away.,positive,0.944,SST-3 (Movies),Sci-Fi,7
6530,The acting was terrible and the plot was nonsensical.,negative,0.697,SST-3 (Movies),Drama,9
6531,Boring from start to finish.,negative,0.779,SST-3 (Movies),Horror,5
6532,The cinematography was stunning and unforgettable.,positive,0.884,SST-3 (Movies),Sci-Fi,6
6533,One of the most wonderful movies I've ever seen.,positive,0.856,SST-3 (Movies),Romance,9
6534,The direction was awful and the script was nonsensical.,negative,0.607,SST-3 (Movies),Romance,9
6535,Complete disaster - don't waste your money.,negative,0.783,SST-3 (Movies),Romance,7
6536,Brilliant performances throughout!,positive,0.88,SST-3 (Movies),Drama,3
6537,I was amazed by this incredible film.,positive,0.924,SST-3 (Movies),Horror,7
6538,I've never seen such pointless performances.,negative,0.821,SST-3 (Movies),Sci-Fi,6
6539,One of the most amazing movies I've ever seen.,positive,0.75,SST-3 (Movies),Horror,9
6540,I was amazed by this incredible film.,positive,0.622,SST-3 (Movies),Sci-Fi,7
6541,The direction was awful and the script was boring.,negative,0.911,SST-3 (Movies),Sci-Fi,9
6542,This movie was remarkable!,positive,0.689,SST-3 (Movies),Horror,4
6543,Absolutely brilliant film!,positive,0.971,SST-3 (Movies),Comedy,3
6544,The acting was excellent and the story was incredible.,positive,0.659,SST-3 (Movies),Drama,9
6545,I have mixed feelings about this film.,neutral,0.679,SST-3 (Movies),Drama,7
6546,A modest movie that had some good moments.,neutral,0.78,SST-3 (Movies),Action,8
6547,Brilliant performances throughout!,positive,0.914,SST-3 (Movies),Comedy,3
6548,Absolutely unforgettable film!,positive,0.772,SST-3 (Movies),Drama,3
6549,"Not great, not terrible, just tolerable.",neutral,0.673,SST-3 (Movies),Sci-Fi,6
6550,The acting was extraordinary and the story was incredible.,positive,0.721,SST-3 (Movies),Sci-Fi,9
6551,The acting was terrible and the plot was pathetic.,negative,0.825,SST-3 (Movies),Drama,9
6552,A terrible disaster that disappointed me.,negative,0.622,SST-3 (Movies),Sci-Fi,6
6553,The acting was incredible and the story was incredible.,positive,0.777,SST-3 (Movies),Comedy,9
6554,It's a decent experience overall.,neutral,0.619,SST-3 (Movies),Drama,5
6555,The acting was remarkable and the story was incredible.,positive,0.631,SST-3 (Movies),Horror,9
6556,It was an decent film.,neutral,0.926,SST-3 (Movies),Sci-Fi,5
6557,"Not great, not terrible, just forgettable.",neutral,0.844,SST-3 (Movies),Romance,6
6558,What a extraordinary experience!,positive,0.91,SST-3 (Movies),Sci-Fi,4
6559,A modest movie that had some good moments.,neutral,0.724,SST-3 (Movies),Horror,8
6560,The direction was awful and the script was stupid.,negative,0.922,SST-3 (Movies),Comedy,9
6561,The direction was awful and the script was awful.,negative,0.648,SST-3 (Movies),Romance,9
6562,This is hands down the nonsensical film of the year.,negative,0.986,SST-3 (Movies),Sci-Fi,10
6563,The cinematography was stunning and outstanding.,positive,0.71,SST-3 (Movies),Action,6
6564,I was amazed by this incredible film.,positive,0.847,SST-3 (Movies),Comedy,7
6565,A forgettable movie that had some good moments.,neutral,0.902,SST-3 (Movies),Sci-Fi,8
6566,Terrible - I want my money back!,negative,0.827,SST-3 (Movies),Drama,7
6567,"This film exceeded all expectations, it was powerful.",positive,0.797,SST-3 (Movies),Action,8
6568,This is hands down the terrible film of the year.,negative,0.769,SST-3 (Movies),Romance,10
6569,I was amazed by this incredible film.,positive,0.861,SST-3 (Movies),Romance,7
6570,What a powerful experience!,positive,0.779,SST-3 (Movies),Sci-Fi,4
6571,This movie was stellar!,positive,0.944,SST-3 (Movies),Sci-Fi,4
6572,"This film exceeded all expectations, it was magnificent.",positive,0.852,SST-3 (Movies),Drama,8
6573,It was an forgettable film.,neutral,0.949,SST-3 (Movies),Drama,5
6574,The acting was superb and the story was incredible.,positive,0.812,SST-3 (Movies),Horror,9
6575,Terrible - I want my money back!,negative,0.656,SST-3 (Movies),Romance,7
6576,Absolutely stellar film!,positive,0.972,SST-3 (Movies),Sci-Fi,3
6577,"Not great, not terrible, just fair.",neutral,0.733,SST-3 (Movies),Comedy,6
6578,The acting was unforgettable and the story was incredible.,positive,0.867,SST-3 (Movies),Romance,9
6579,The acting was terrible and the plot was awful.,negative,0.708,SST-3 (Movies),Drama,9
6580,"This film exceeded all expectations, it was magnificent.",positive,0.809,SST-3 (Movies),Drama,8
6581,A terrible disaster that disappointed me.,negative,0.822,SST-3 (Movies),Action,6
6582,Complete disaster - don't waste your money.,negative,0.77,SST-3 (Movies),Romance,7
6583,Brilliant performances throughout!,positive,0.713,SST-3 (Movies),Drama,3
6584,The cinematography was stunning and fantastic.,positive,0.709,SST-3 (Movies),Horror,6
6585,The movie was decent but also entertaining.,neutral,0.708,SST-3 (Movies),Drama,7
6586,What a brilliant experience!,positive,0.6,SST-3 (Movies),Sci-Fi,4
6587,The cinematography was stunning and brilliant.,positive,0.654,SST-3 (Movies),Sci-Fi,6
6588,One of the most powerful movies I've ever seen.,positive,0.909,SST-3 (Movies),Action,9
6589,Absolutely outstanding film!,positive,0.657,SST-3 (Movies),Comedy,3
6590,The acting was spectacular and the story was incredible.,positive,0.779,SST-3 (Movies),Action,9
6591,Brilliant performances throughout!,positive,0.612,SST-3 (Movies),Romance,3
6592,The movie was modest but also entertaining.,neutral,0.719,SST-3 (Movies),Horror,7
6593,I was amazed by this incredible film.,positive,0.688,SST-3 (Movies),Action,7
6594,One of the most wonderful movies I've ever seen.,positive,0.846,SST-3 (Movies),Action,9
6595,Complete disaster - don't waste your money.,negative,0.947,SST-3 (Movies),Horror,7
6596,The direction was awful and the script was pathetic.,negative,0.736,SST-3 (Movies),Comedy,9
6597,This movie was outstanding!,positive,0.957,SST-3 (Movies),Horror,4
6598,The acting was extraordinary and the story was incredible.,positive,0.842,SST-3 (Movies),Romance,9
6599,I've never seen such boring performances.,negative,0.731,SST-3 (Movies),Comedy,6
6600,Brilliant performances throughout!,positive,0.608,SST-3 (Movies),Horror,3
6601,A passable movie that had some good moments.,neutral,0.711,SST-3 (Movies),Action,8
6602,This movie was awful.,negative,0.951,SST-3 (Movies),Comedy,4
6603,Brilliant performances throughout!,positive,0.713,SST-3 (Movies),Drama,3
6604,Absolutely magnificent film!,positive,0.872,SST-3 (Movies),Action,3
6605,The movie was decent but also entertaining.,neutral,0.91,SST-3 (Movies),Sci-Fi,7
6606,What a wonderful experience!,positive,0.7,SST-3 (Movies),Romance,4
6607,This movie was brilliant!,positive,0.699,SST-3 (Movies),Comedy,4
6608,Terrible - I want my money back!,negative,0.755,SST-3 (Movies),Sci-Fi,7
6609,Absolutely extraordinary film!,positive,0.656,SST-3 (Movies),Drama,3
6610,It's a adequate experience overall.,neutral,0.725,SST-3 (Movies),Drama,5
6611,A powerful masterpiece that blew me away.,positive,0.644,SST-3 (Movies),Sci-Fi,7
6612,Brilliant performances throughout!,positive,0.663,SST-3 (Movies),Romance,3
6613,Brilliant performances throughout!,positive,0.941,SST-3 (Movies),Action,3
6614,It's a okay experience overall.,neutral,0.722,SST-3 (Movies),Romance,5
6615,Complete disaster - don't waste your money.,negative,0.604,SST-3 (Movies),Drama,7
6616,Absolutely stellar film!,positive,0.767,SST-3 (Movies),Sci-Fi,3
6617,The direction was awful and the script was annoying.,negative,0.82,SST-3 (Movies),Drama,9
6618,"Nothing special, just middling.",neutral,0.979,SST-3 (Movies),Comedy,4
6619,It was fair - that's all I can say.,neutral,0.742,SST-3 (Movies),Drama,9
6620,"Nothing special, just acceptable.",neutral,0.795,SST-3 (Movies),Horror,4
6621,A outstanding masterpiece that blew me away.,positive,0.736,SST-3 (Movies),Horror,7
6622,A powerful masterpiece that blew me away.,positive,0.861,SST-3 (Movies),Romance,7
6623,"This film exceeded all expectations, it was extraordinary.",positive,0.652,SST-3 (Movies),Action,8
6624,This movie was amazing!,positive,0.628,SST-3 (Movies),Romance,4
6625,One of the most incredible movies I've ever seen.,positive,0.71,SST-3 (Movies),Sci-Fi,9
6626,A extraordinary masterpiece that blew me away.,positive,0.654,SST-3 (Movies),Drama,7
6627,The direction was awful and the script was pointless.,negative,0.976,SST-3 (Movies),Horror,9
6628,Complete disaster - don't waste your money.,negative,0.732,SST-3 (Movies),Comedy,7
6629,Complete disaster - don't waste your money.,negative,0.758,SST-3 (Movies),Horror,7
6630,I was amazed by this incredible film.,positive,0.886,SST-3 (Movies),Horror,7
6631,The direction was awful and the script was pointless.,negative,0.702,SST-3 (Movies),Horror,9
6632,The acting was superb and the story was incredible.,positive,0.91,SST-3 (Movies),Horror,9
6633,A annoying disaster that disappointed me.,negative,0.834,SST-3 (Movies),Drama,6
6634,The movie was modest but also entertaining.,neutral,0.965,SST-3 (Movies),Romance,7
6635,This movie was nonsensical.,negative,0.701,SST-3 (Movies),Drama,4
6636,"This film exceeded all expectations, it was fantastic.",positive,0.848,SST-3 (Movies),Action,8
6637,The cinematography was stunning and remarkable.,positive,0.815,SST-3 (Movies),Action,6
6638,A incredible masterpiece that blew me away.,positive,0.986,SST-3 (Movies),Sci-Fi,7
6639,It was acceptable - that's all I can say.,neutral,0.82,SST-3 (Movies),Sci-Fi,9
6640,I was amazed by this incredible film.,positive,0.697,SST-3 (Movies),Action,7
6641,It was mediocre - that's all I can say.,neutral,0.79,SST-3 (Movies),Action,9
6642,One of the most extraordinary movies I've ever seen.,positive,0.83,SST-3 (Movies),Action,9
6643,Absolutely brilliant film!,positive,0.813,SST-3 (Movies),Comedy,3
6644,Brilliant performances throughout!,positive,0.64,SST-3 (Movies),Horror,3
6645,This is hands down the annoying film of the year.,negative,0.93,SST-3 (Movies),Action,10
6646,Brilliant performances throughout!,positive,0.707,SST-3 (Movies),Drama,3
6647,It was adequate - that's all I can say.,neutral,0.743,SST-3 (Movies),Drama,9
6648,What a incredible experience!,positive,0.696,SST-3 (Movies),Comedy,4
6649,This movie was remarkable!,positive,0.635,SST-3 (Movies),Sci-Fi,4
6650,Brilliant performances throughout!,positive,0.911,SST-3 (Movies),Romance,3
6651,I was amazed by this incredible film.,positive,0.839,SST-3 (Movies),Romance,7
6652,Absolutely brilliant film!,positive,0.946,SST-3 (Movies),Sci-Fi,3
6653,Boring from start to finish.,negative,0.86,SST-3 (Movies),Action,5
6654,I was amazed by this incredible film.,positive,0.766,SST-3 (Movies),Comedy,7
6655,What a ridiculous waste of time.,negative,0.844,SST-3 (Movies),Sci-Fi,6
6656,This movie was superb!,positive,0.74,SST-3 (Movies),Comedy,4
6657,Boring from start to finish.,negative,0.772,SST-3 (Movies),Horror,5
6658,Brilliant performances throughout!,positive,0.676,SST-3 (Movies),Romance,3
6659,Absolutely spectacular film!,positive,0.615,SST-3 (Movies),Drama,3
6660,This is hands down the laughable film of the year.,negative,0.61,SST-3 (Movies),Drama,10
6661,I have mixed feelings about this film.,neutral,0.87,SST-3 (Movies),Romance,7
6662,A spectacular masterpiece that blew me away.,positive,0.691,SST-3 (Movies),Sci-Fi,7
6663,Absolutely amazing film!,positive,0.811,SST-3 (Movies),Sci-Fi,3
6664,Brilliant performances throughout!,positive,0.635,SST-3 (Movies),Drama,3
6665,This movie was frustrating.,negative,0.779,SST-3 (Movies),Horror,4
6666,The acting was powerful and the story was incredible.,positive,0.739,SST-3 (Movies),Drama,9
6667,Complete disaster - don't waste your money.,negative,0.952,SST-3 (Movies),Action,7
6668,I've never seen such pointless performances.,negative,0.633,SST-3 (Movies),Horror,6
6669,"Some parts were good, others were forgettable.",neutral,0.703,SST-3 (Movies),Comedy,7
6670,Boring from start to finish.,negative,0.747,SST-3 (Movies),Comedy,5
6671,What a disappointing waste of time.,negative,0.812,SST-3 (Movies),Sci-Fi,6
6672,What a fantastic experience!,positive,0.909,SST-3 (Movies),Romance,4
6673,I was amazed by this incredible film.,positive,0.625,SST-3 (Movies),Comedy,7
6674,Boring from start to finish.,negative,0.739,SST-3 (Movies),Horror,5
6675,It's a mediocre experience overall.,neutral,0.855,SST-3 (Movies),Romance,5
6676,Absolutely incredible film!,positive,0.953,SST-3 (Movies),Drama,3
6677,Brilliant performances throughout!,positive,0.666,SST-3 (Movies),Comedy,3
6678,The cinematography was stunning and magnificent.,positive,0.741,SST-3 (Movies),Romance,6
6679,The acting was terrible and the plot was nonsensical.,negative,0.736,SST-3 (Movies),Sci-Fi,9
6680,Absolutely fantastic film!,positive,0.739,SST-3 (Movies),Romance,3
6681,Brilliant performances throughout!,positive,0.813,SST-3 (Movies),Comedy,3
6682,A unforgettable masterpiece that blew me away.,positive,0.613,SST-3 (Movies),Romance,7
6683,A outstanding masterpiece that blew me away.,positive,0.82,SST-3 (Movies),Comedy,7
6684,It's a acceptable experience overall.,neutral,0.934,SST-3 (Movies),Romance,5
6685,"Some parts were good, others were okay.",neutral,0.687,SST-3 (Movies),Action,7
6686,I have mixed feelings about this film.,neutral,0.98,SST-3 (Movies),Drama,7
6687,Brilliant performances throughout!,positive,0.868,SST-3 (Movies),Drama,3
6688,I was amazed by this incredible film.,positive,0.983,SST-3 (Movies),Action,7
6689,A forgettable movie that had some good moments.,neutral,0.915,SST-3 (Movies),Romance,8
6690,I was amazed by this incredible film.,positive,0.97,SST-3 (Movies),Drama,7
6691,The cinematography was stunning and wonderful.,positive,0.907,SST-3 (Movies),Comedy,6
6692,Absolutely magnificent film!,positive,0.659,SST-3 (Movies),Horror,3
6693,One of the most superb movies I've ever seen.,positive,0.872,SST-3 (Movies),Action,9
6694,What a stupid waste of time.,negative,0.856,SST-3 (Movies),Romance,6
6695,I was amazed by this incredible film.,positive,0.822,SST-3 (Movies),Comedy,7
6696,Boring from start to finish.,negative,0.907,SST-3 (Movies),Action,5
6697,Brilliant performances throughout!,positive,0.734,SST-3 (Movies),Drama,3
6698,What a stupid waste of time.,negative,0.942,SST-3 (Movies),Romance,6
6699,I was amazed by this incredible film.,positive,0.645,SST-3 (Movies),Action,7
6700,The acting was brilliant and the story was incredible.,positive,0.872,SST-3 (Movies),Horror,9
6701,Complete disaster - don't waste your money.,negative,0.815,SST-3 (Movies),Romance,7
6702,"This film exceeded all expectations, it was powerful.",positive,0.82,SST-3 (Movies),Action,8
6703,One of the most remarkable movies I've ever seen.,positive,0.639,SST-3 (Movies),Sci-Fi,9
6704,"Nothing special, just fair.",neutral,0.602,SST-3 (Movies),Action,4
6705,The cinematography was stunning and spectacular.,positive,0.726,SST-3 (Movies),Drama,6
6706,The acting was terrible and the plot was laughable.,negative,0.612,SST-3 (Movies),Romance,9
6707,"Not great, not terrible, just acceptable.",neutral,0.855,SST-3 (Movies),Action,6
6708,This movie was excellent!,positive,0.913,SST-3 (Movies),Sci-Fi,4
6709,One of the most fantastic movies I've ever seen.,positive,0.938,SST-3 (Movies),Horror,9
6710,The acting was excellent and the story was incredible.,positive,0.687,SST-3 (Movies),Sci-Fi,9
6711,The cinematography was stunning and wonderful.,positive,0.833,SST-3 (Movies),Drama,6
6712,One of the most outstanding movies I've ever seen.,positive,0.964,SST-3 (Movies),Sci-Fi,9
6713,The acting was terrible and the plot was nonsensical.,negative,0.751,SST-3 (Movies),Romance,9
6714,The acting was remarkable and the story was incredible.,positive,0.791,SST-3 (Movies),Comedy,9
6715,A adequate movie that had some good moments.,neutral,0.912,SST-3 (Movies),Drama,8
6716,It was an okay film.,neutral,0.935,SST-3 (Movies),Comedy,5
6717,Boring from start to finish.,negative,0.873,SST-3 (Movies),Horror,5
6718,It was an unremarkable film.,neutral,0.695,SST-3 (Movies),Action,5
6719,Absolutely fantastic film!,positive,0.823,SST-3 (Movies),Sci-Fi,3
6720,This movie was stellar!,positive,0.772,SST-3 (Movies),Sci-Fi,4
6721,What a remarkable experience!,positive,0.653,SST-3 (Movies),Horror,4
6722,Brilliant performances throughout!,positive,0.848,SST-3 (Movies),Comedy,3
6723,Boring from start to finish.,negative,0.922,SST-3 (Movies),Horror,5
6724,"This film exceeded all expectations, it was powerful.",positive,0.858,SST-3 (Movies),Action,8
6725,A spectacular masterpiece that blew me away.,positive,0.723,SST-3 (Movies),Drama,7
6726,I have mixed feelings about this film.,neutral,0.696,SST-3 (Movies),Drama,7
6727,It was an decent film.,neutral,0.739,SST-3 (Movies),Drama,5
6728,Brilliant performances throughout!,positive,0.953,SST-3 (Movies),Drama,3
6729,Absolutely remarkable film!,positive,0.795,SST-3 (Movies),Comedy,3
6730,I was amazed by this incredible film.,positive,0.841,SST-3 (Movies),Action,7
6731,This movie was powerful!,positive,0.836,SST-3 (Movies),Sci-Fi,4
6732,Complete disaster - don't waste your money.,negative,0.865,SST-3 (Movies),Sci-Fi,7
6733,"This film exceeded all expectations, it was outstanding.",positive,0.868,SST-3 (Movies),Romance,8
6734,The acting was decent and the story was mediocre.,neutral,0.667,SST-3 (Movies),Romance,9
6735,I was amazed by this incredible film.,positive,0.728,SST-3 (Movies),Horror,7
6736,A terrible disaster that disappointed me.,negative,0.932,SST-3 (Movies),Sci-Fi,6
6737,This movie was pointless.,negative,0.955,SST-3 (Movies),Horror,4
6738,What a remarkable experience!,positive,0.661,SST-3 (Movies),Drama,4
6739,The cinematography was stunning and extraordinary.,positive,0.606,SST-3 (Movies),Comedy,6
6740,"Not great, not terrible, just passable.",neutral,0.931,SST-3 (Movies),Comedy,6
6741,Boring from start to finish.,negative,0.751,SST-3 (Movies),Drama,5
6742,Complete disaster - don't waste your money.,negative,0.794,SST-3 (Movies),Action,7
6743,Absolutely incredible film!,positive,0.752,SST-3 (Movies),Comedy,3
6744,Brilliant performances throughout!,positive,0.887,SST-3 (Movies),Action,3
6745,A horrible disaster that disappointed me.,negative,0.727,SST-3 (Movies),Drama,6
6746,Brilliant performances throughout!,positive,0.795,SST-3 (Movies),Drama,3
6747,"This film exceeded all expectations, it was fantastic.",positive,0.825,SST-3 (Movies),Sci-Fi,8
6748,"This film exceeded all expectations, it was amazing.",positive,0.65,SST-3 (Movies),Action,8
6749,I was amazed by this incredible film.,positive,0.843,SST-3 (Movies),Comedy,7
6750,Absolutely incredible film!,positive,0.859,SST-3 (Movies),Comedy,3
6751,The direction was awful and the script was ridiculous.,negative,0.962,SST-3 (Movies),Action,9
6752,"Nothing special, just forgettable.",neutral,0.853,SST-3 (Movies),Drama,4
6753,"This film exceeded all expectations, it was amazing.",positive,0.923,SST-3 (Movies),Comedy,8
6754,What a fantastic experience!,positive,0.759,SST-3 (Movies),Romance,4
6755,This is hands down the pathetic film of the year.,negative,0.774,SST-3 (Movies),Romance,10
6756,"Not great, not terrible, just passable.",neutral,0.963,SST-3 (Movies),Horror,6
6757,This movie was outstanding!,positive,0.613,SST-3 (Movies),Action,4
6758,What a brilliant experience!,positive,0.959,SST-3 (Movies),Comedy,4
6759,The cinematography was stunning and amazing.,positive,0.761,SST-3 (Movies),Comedy,6
6760,The acting was decent and the story was middling.,neutral,0.829,SST-3 (Movies),Drama,9
6761,"This film exceeded all expectations, it was powerful.",positive,0.804,SST-3 (Movies),Comedy,8
6762,The movie was forgettable but also entertaining.,neutral,0.721,SST-3 (Movies),Drama,7
6763,The cinematography was stunning and unforgettable.,positive,0.619,SST-3 (Movies),Romance,6
6764,Boring from start to finish.,negative,0.86,SST-3 (Movies),Comedy,5
6765,A outstanding masterpiece that blew me away.,positive,0.872,SST-3 (Movies),Drama,7
6766,"Not great, not terrible, just so-so.",neutral,0.906,SST-3 (Movies),Romance,6
